,Тип рынка,Функциональная зона,"Общая площадь,
кв.м","Жилая площадь,
кв.м","Площадь кухни,
кв.м",Год постройки,Тип дома,Класс,Этаж,Этажность,Тип этажа,Количество комнат,Парковка,Материал стен,"Цена предложения,
руб.","Удельная цена, руб./кв.м",Актуальность на дату послед. проверки,Колич.  Просмотр.,Колич.  Просм. в день,"Остановка
м","Парк
м","Центр
км","Станция метро
м","Школа
м","Детский сад
м",Месяц создания,Год создания,Месяц парсинга,Год парсинга,Месяц последней проверки,Год последней проверки
144,2,1,55.099998474121094,28.600000381469727,10.0,1994,2,2,1,9.0,1.0,2,0,1,6900000,125227,0,4,0.5,179,668,9,1640,411.0,565.0,7,2022,9,2022,8,2022
145,1,2,25.200000762939453,12.199999809265137,5.0,2023,3,2,10,14.0,2.0,1,1,3,4228812,167810,0,26,0.08,1093,1352,7,5670,660.2664233576643,509.9160583941606,7,2022,9,2022,9,2022
146,1,2,33.79999923706055,14.899999618530273,10.699999809265137,2024,3,2,14,14.0,3.0,1,1,3,4981106,147370,0,20,0.1,919,1353,7,5801,660.2664233576643,509.9160583941606,7,2022,9,2022,9,2022
147,2,1,62.79999923706055,37.79999923706055,8.5,1981,2,2,3,9.0,2.0,3,0,2,7700000,122611,1,16,0.12,125,1235,13,1837,170.0,245.0,7,2022,9,2022,9,2022
148,2,1,45.70000076293945,30.399999618530273,5.5,1964,1,2,5,5.0,3.0,2,1,2,4500000,98468,1,13,0.15,189,525,14,1245,105.0,60.0,7,2022,9,2022,9,2022
149,2,6,36.900001525878906,20.799999237060547,7.5,1992,2,2,7,9.0,2.0,1,0,1,4200000,113821,0,3,0.67,138,675,10,2575,68.0,319.0,6,2022,8,2022,8,2022
150,2,1,45.0,30.0,6.0,1968,1,2,3,5.0,2.0,2,0,2,3500000,77778,0,15,0.13,217,592,9,589,430.0,163.0,6,2022,8,2022,1,2022
151,2,1,41.0,27.0,5.0,1966,1,2,5,5.0,3.0,2,0,1,4100000,100000,1,50,0.06,217,561,11,3565,403.0,258.0,6,2022,9,2022,9,2022
152,2,1,33.20000076293945,20.100000381469727,6.099999904632568,1976,2,2,6,9.0,2.0,1,1,1,3560000,107229,1,48,0.06,197,654,10,2858,516.0,123.0,6,2022,9,2022,9,2022
153,2,1,18.0,12.0,3.0,2012,3,2,2,11.0,2.0,1,1,2,2800000,155556,1,14,0.14,218,969,15,1825,323.0,361.0,6,2022,8,2022,9,2022
154,2,6,60.0,36.0,7.0,1973,2,2,5,9.0,2.0,3,0,2,6900000,115000,1,12,0.17,161,694,11,4400,275.0,113.0,6,2022,8,2022,9,2022
155,2,6,76.0,46.20000076293945,10.0,1940,1,2,3,4.0,2.0,3,1,1,5500000,72368,1,9,0.22,196,67,10,3099,538.0,137.0,6,2022,8,2022,9,2022
156,2,1,44.29999923706055,26.0,6.0,1964,1,2,5,5.0,3.0,2,1,1,6800000,153499,1,13,0.15,198,412,5,2981,632.0,332.0,6,2022,8,2022,9,2022
157,2,1,64.69999694824219,33.0,15.0,2015,3,2,9,10.0,2.0,2,1,1,9700000,149923,0,5,0.4,251,330,11,1827,351.0,108.0,6,2022,8,2022,10,2022
158,2,1,62.5,38.5,7.099999904632568,1984,2,2,5,9.0,2.0,3,0,1,6800000,108800,1,6,0.33,511,1073,11,3762,216.0,97.0,6,2022,8,2022,9,2022
159,2,1,42.0,28.0,5.800000190734863,1961,1,2,4,5.0,2.0,2,0,1,4500000,107143,0,7,0.29,91,3411,7,1937,139.0,388.0,6,2022,8,2022,3,2022
160,2,1,62.5,38.5,7.099999904632568,1984,2,2,6,9.0,2.0,3,1,1,6800000,108800,1,12,0.17,511,1073,11,3762,216.0,97.0,6,2022,8,2022,9,2022
161,2,3,60.0,39.400001525878906,6.599999904632568,1970,2,2,9,9.0,3.0,3,0,1,9650000,160833,1,29,0.21,155,243,1,767,188.0,533.0,1,2022,7,2022,9,2022
162,2,1,33.0,17.0,6.0,1973,2,2,2,9.0,2.0,1,0,2,4550000,137879,0,9,0.67,74,492,3,3084,247.0,170.0,1,2022,7,2022,7,2022
163,2,3,135.0,90.0999984741211,10.0,2007,3,2,5,5.0,3.0,4,1,1,20900000,154815,1,29,0.21,114,232,1,1307,211.0,84.0,1,2022,7,2022,9,2022
164,2,6,42.5,29.0,5.5,1968,1,2,4,5.0,2.0,2,0,2,5800000,136471,1,26,0.23,90,550,4,3096,270.0,214.0,1,2022,7,2022,9,2022
165,2,2,34.400001525878906,18.0,8.0,1989,1,2,3,5.0,2.0,1,0,1,3200000,93023,1,36,0.17,296,353,18,5139,971.0,354.0,1,2022,7,2022,9,2022
166,2,1,47.400001525878906,31.700000762939453,5.900000095367432,1975,1,2,3,5.0,2.0,2,0,2,5000000,105485,0,13,0.46,254,226,14,1188,245.0,454.0,1,2022,7,2022,8,2022
167,2,1,43.5,28.200000762939453,5.699999809265137,1961,1,2,2,5.0,2.0,2,0,1,4400000,101149,0,12,0.5,344,720,8,275,339.0,110.0,1,2022,7,2022,1,2022
168,2,1,75.5999984741211,37.0,16.5,2016,3,2,13,19.0,2.0,2,1,2,9800000,129630,1,21,0.29,981,1398,15,2739,641.0,223.0,1,2022,7,2022,9,2022
169,2,1,31.600000381469727,17.0,6.0,1969,1,2,1,5.0,1.0,1,0,2,3600000,113924,1,22,0.27,115,251,6,837,169.0,192.0,1,2022,7,2022,9,2022
170,2,1,61.099998474121094,33.5,9.300000190734863,1952,1,2,2,5.0,2.0,2,0,1,5800000,94926,1,22,0.27,159,372,13,946,296.0,306.0,1,2022,7,2022,9,2022
171,2,2,35.5,19.200000762939453,8.0,1992,2,2,1,10.0,1.0,1,1,1,3300000,92958,1,30,0.2,104,1068,15,1863,329.0,227.0,1,2022,7,2022,9,2022
172,2,1,60.0,42.099998474121094,5.800000190734863,1973,1,2,1,5.0,1.0,4,1,2,5000000,83333,1,29,0.21,276,304,10,653,470.0,93.0,1,2022,7,2022,9,2022
173,2,1,49.70000076293945,28.700000762939453,8.300000190734863,1991,2,2,9,9.0,3.0,2,0,1,5000000,100604,0,10,0.6,219,659,5,454,353.0,327.0,1,2022,7,2022,1,2022
174,2,1,28.0,15.399999618530273,7.199999809265137,2015,3,2,2,19.0,2.0,1,0,3,4400000,157143,0,11,0.55,483,2426,7,5572,321.0,152.0,1,2022,7,2022,8,2022
175,2,2,49.0,34.0,6.0,1976,1,2,2,5.0,2.0,3,0,2,4050000,82653,0,10,0.6,195,136,18,6550,2581.0,377.0,1,2022,7,2022,7,2022
176,1,5,67.0999984741211,31.100000381469727,15.699999809265137,2023,3,2,2,18.0,2.0,2,1,2,8500000,126677,1,29,0.03,131,1256,11,3663,492.0,275.0,6,2022,1,2022,9,2022
177,2,4,31.600000381469727,17.899999618530273,5.800000190734863,1995,2,2,4,9.0,2.0,1,1,1,3800000,120253,0,4,0.25,81,720,8,2798,557.0,336.0,6,2022,1,2022,5,2022
178,2,1,96.0,54.5,17.0,2012,3,1,4,10.0,2.0,3,0,1,17900000,186458,1,23,0.04,399,868,5,4906,190.0,317.0,6,2022,1,2022,9,2022
179,2,1,43.900001525878906,28.0,6.0,1964,1,2,5,5.0,3.0,2,0,1,3900000,88838,1,26,0.04,234,805,8,664,180.0,149.0,6,2022,1,2022,9,2022
180,2,1,15.0,9.0,3.0,1962,1,2,1,2.0,1.0,1,0,1,1700000,113333,0,19,0.05,103,987,8,5959,264.0,101.0,6,2022,1,2022,7,2022
181,2,4,58.0,41.599998474121094,6.0,1967,1,2,3,5.0,2.0,3,0,1,5200000,89655,1,27,0.04,103,1546,9,3022,304.0,265.0,6,2022,1,2022,9,2022
182,1,5,38.20000076293945,12.899999618530273,16.299999237060547,2023,3,2,15,18.0,2.0,1,1,3,5959252,156001,1,27,0.04,131,1256,11,3663,492.0,275.0,6,2022,1,2022,9,2022
183,1,5,53.099998474121094,24.5,14.800000190734863,2023,3,2,15,18.0,2.0,2,1,3,7352226,138460,1,24,0.04,131,1256,11,3663,492.0,275.0,6,2022,1,2022,9,2022
184,2,1,56.0,37.5,5.900000095367432,1959,1,2,4,5.0,2.0,3,0,1,4490000,80179,1,34,0.03,41,673,10,2589,86.0,150.0,6,2022,1,2022,9,2022
185,1,5,67.5999984741211,31.100000381469727,16.700000762939453,2023,3,2,1,18.0,1.0,2,1,2,8600000,127219,1,26,0.04,131,1256,11,3663,492.0,275.0,6,2022,1,2022,9,2022
186,2,1,66.19999694824219,39.29999923706055,8.600000381469727,1984,2,2,4,9.0,2.0,3,0,1,6650000,100453,1,26,0.04,169,591,5,328,446.0,387.0,6,2022,1,2022,9,2022
187,2,1,44.5,30.600000381469727,6.099999904632568,1971,1,2,3,5.0,2.0,2,0,1,4500000,101124,1,27,0.04,226,1060,14,2053,338.0,409.0,6,2022,1,2022,9,2022
188,2,1,51.900001525878906,36.900001525878906,6.0,1968,1,2,2,5.0,2.0,3,0,1,8090000,155877,1,24,0.04,284,365,12,1613,293.0,133.0,6,2022,1,2022,9,2022
189,2,1,35.0,19.0,8.0,1986,2,2,4,9.0,2.0,1,1,1,5090000,145429,1,26,1.19,299,460,2,1896,173.0,371.0,6,2022,7,2022,9,2022
190,2,2,31.0,18.0,6.0,1976,1,2,5,5.0,3.0,1,0,1,1790000,57742,1,56,0.02,279,1420,15,2110,258.0,253.0,6,2022,1,2022,9,2022
191,2,1,46.0,30.5,6.0,1968,2,2,2,6.0,2.0,2,0,1,4500000,97826,1,33,0.03,158,864,4,3635,397.0,333.0,6,2022,1,2022,9,2022
192,2,1,30.0,16.399999618530273,6.0,1963,1,2,5,5.0,3.0,1,0,1,2850000,95000,0,38,0.03,277,256,14,1012,297.0,252.0,6,2022,1,2022,9,2022
193,1,2,52.70000076293945,24.399999618530273,12.699999809265137,2023,3,2,5,14.0,2.0,2,1,2,5950000,112903,1,26,0.04,1077,1338,7,5659,660.2664233576643,509.9160583941606,6,2022,1,2022,9,2022
194,2,1,30.700000762939453,19.0,4.199999809265137,1961,1,2,3,3.0,3.0,1,1,1,2900000,94463,1,35,0.03,125,632,4,2468,241.0,75.0,6,2022,1,2022,9,2022
195,2,1,26.5,22.5,4.0,2015,3,2,17,19.0,2.0,1,1,2,3500000,132075,0,38,0.03,171,1220,15,2486,465.0,317.0,6,2022,1,2022,9,2022
196,2,1,32.79999923706055,17.0,8.0,1989,2,2,3,10.0,2.0,1,1,2,3850000,117378,1,25,0.04,420,1206,15,2433,123.0,138.0,6,2022,1,2022,9,2022
197,2,2,72.0,46.0,18.0,1985,2,2,5,9.0,2.0,3,0,1,5900000,81944,1,32,0.03,122,1402,13,6809,295.0,192.0,6,2022,1,2022,9,2022
198,2,1,31.100000381469727,16.299999237060547,5.599999904632568,2002,3,2,2,10.0,2.0,1,0,1,4050000,130225,1,30,0.03,132,248,5,404,376.0,213.0,6,2022,1,2022,9,2022
199,2,1,45.0,28.0,7.5,1972,2,2,3,9.0,2.0,2,0,1,5300000,117778,1,26,0.04,80,491,14,1835,251.0,221.0,6,2022,1,2022,9,2022
200,2,1,26.0,13.0,7.0,1977,1,2,2,5.0,2.0,1,0,1,1650000,63462,1,31,0.03,96,267,7,1039,65.0,244.0,6,2022,1,2022,9,2022
201,1,5,66.69999694824219,31.899999618530273,16.0,2024,3,2,16,21.0,2.0,2,1,3,9337302,139990,1,24,0.04,720,2259,7,5372,2065.0,345.0,6,2022,1,2022,9,2022
202,2,4,33.20000076293945,17.5,8.0,1994,1,2,3,5.0,2.0,1,0,2,5760000,173494,1,28,0.04,479,4963,12,7988,1494.0,451.0,6,2022,1,2022,9,2022
203,2,1,39.70000076293945,21.600000381469727,9.399999618530273,1971,1,2,5,5.0,3.0,1,0,1,3630000,91436,1,27,0.04,286,458,10,1282,503.0,175.0,6,2022,1,2022,9,2022
204,2,1,41.0,25.0,6.0,1976,2,2,9,9.0,3.0,2,1,2,4200000,102439,1,27,0.04,532,1209,13,1917,431.0,92.0,6,2022,1,2022,9,2022
205,2,1,63.0,41.5,7.099999904632568,1969,2,2,5,9.0,2.0,3,0,2,6990000,110952,1,25,0.04,109,580,4,528,108.0,308.0,6,2022,1,2022,9,2022
206,2,1,39.70000076293945,21.600000381469727,9.399999618530273,1971,1,2,5,5.0,3.0,1,0,1,3450000,86902,0,12,0.08,286,458,10,1282,503.0,175.0,6,2022,1,2022,7,2022
207,2,2,27.200000762939453,18.0,5.0,2014,3,2,18,27.0,2.0,1,0,2,4700000,172794,0,14,0.07,280,2210,10,4628,584.0,387.0,6,2022,1,2022,5,2022
208,2,1,46.0,29.0,7.0,1977,2,2,2,9.0,2.0,2,1,2,5200000,113043,1,26,0.04,138,264,4,62,427.0,572.0,6,2022,1,2022,9,2022
209,2,1,54.70000076293945,39.5,6.099999904632568,1962,1,2,1,4.0,1.0,3,0,1,5400000,98720,1,31,0.03,142,466,7,1676,279.0,248.0,6,2022,1,2022,9,2022
210,2,1,31.0,18.0,5.0,1961,1,2,2,5.0,2.0,1,0,1,3250000,104839,0,2,0.5,344,720,8,275,339.0,110.0,6,2022,1,2022,6,2022
211,2,1,31.100000381469727,18.200000762939453,5.699999809265137,1961,1,2,2,5.0,2.0,1,0,1,3320000,106752,1,31,0.03,344,720,8,275,339.0,110.0,6,2022,1,2022,9,2022
212,2,1,32.79999923706055,17.100000381469727,8.5,1984,2,2,9,9.0,3.0,1,0,2,2900000,88415,1,27,0.04,225,594,13,1404,587.0,76.0,6,2022,1,2022,9,2022
213,2,1,30.0,20.5,5.0,1958,1,2,1,2.0,1.0,1,0,1,2100000,70000,1,51,0.02,217,1026,7,5716,321.0,128.0,6,2022,1,2022,9,2022
214,2,1,50.099998474121094,29.299999237060547,7.5,1955,1,2,3,4.0,2.0,2,1,1,5800000,115768,1,29,0.03,213,315,10,1467,361.0,172.0,6,2022,1,2022,9,2022
215,2,1,32.099998474121094,18.899999618530273,6.099999904632568,1961,1,2,5,5.0,3.0,1,0,1,3300000,102804,1,28,0.04,177,146,8,1975,323.0,166.0,6,2022,1,2022,9,2022
216,2,2,41.099998474121094,30.0,6.0,1967,1,2,4,5.0,2.0,2,0,1,5200000,126521,1,26,0.04,138,264,4,62,427.0,572.0,6,2022,1,2022,9,2022
217,2,1,31.0,19.0,6.0,1965,1,2,1,5.0,1.0,1,0,2,3100000,100000,1,27,0.04,136,619,14,1635,247.0,129.0,6,2022,1,2022,9,2022
218,2,3,63.0,43.099998474121094,7.0,1971,2,2,8,9.0,2.0,3,0,2,10950000,173810,1,26,0.04,245,229,1,1802,693.0,183.0,6,2022,1,2022,9,2022
219,2,1,31.200000762939453,21.399999618530273,4.5,1961,1,2,2,2.0,3.0,2,1,1,3700000,118590,1,23,0.04,224,1403,8,1132,174.0,539.0,6,2022,1,2022,9,2022
220,2,1,64.0,38.599998474121094,13.300000190734863,2012,3,2,1,8.0,1.0,2,0,1,8500000,132813,1,24,0.04,265,736,5,4895,161.0,376.0,6,2022,1,2022,9,2022
221,2,1,44.900001525878906,30.700000762939453,5.699999809265137,1974,1,2,1,5.0,1.0,2,0,1,5220000,116258,1,31,0.03,135,2559,10,6990,624.0,1155.0,6,2022,1,2022,9,2022
222,2,2,13.399999618530273,9.0,3.0,1972,1,2,1,5.0,1.0,1,0,1,1650000,123134,1,27,0.04,85,1250,15,1946,162.0,215.0,6,2022,1,2022,9,2022
223,2,3,289.0,200.0,25.0,1996,1,2,5,5.0,3.0,6,0,1,36000000,124567,1,27,0.04,360,87,1,506,305.77941176470586,273.09558823529414,6,2022,1,2022,9,2022
224,2,1,51.900001525878906,36.900001525878906,6.0,1968,1,2,2,5.0,2.0,3,0,1,6850000,131985,0,11,0.09,284,365,12,1613,293.0,133.0,6,2022,1,2022,10,2022
225,2,4,43.79999923706055,30.100000381469727,5.800000190734863,1975,1,2,2,5.0,2.0,2,1,1,5500000,125571,1,24,0.04,51,724,2,1509,394.0,144.0,6,2022,1,2022,9,2022
226,2,3,289.0,200.0,25.0,1996,1,2,5,5.0,3.0,6,0,1,56160000,194325,1,24,0.04,360,87,1,506,305.77941176470586,273.09558823529414,6,2022,1,2022,9,2022
227,2,1,52.900001525878906,40.20000076293945,8.0,2005,3,2,3,10.0,2.0,1,1,1,7450000,140832,1,25,0.04,206,480,5,435,244.0,284.0,6,2022,1,2022,9,2022
228,2,1,63.0,43.70000076293945,7.0,1969,2,2,8,9.0,2.0,3,0,2,5500000,87302,1,27,0.04,163,432,4,349,140.0,181.0,6,2022,1,2022,9,2022
229,2,1,51.29999923706055,34.0,6.0,1980,2,2,5,9.0,2.0,3,1,2,5000000,97466,1,24,0.04,314,860,11,2075,168.0,110.0,6,2022,6,2022,9,2022
230,2,2,35.20000076293945,18.299999237060547,8.199999809265137,2016,3,2,11,17.0,2.0,1,0,2,5200000,147727,0,4,0.25,379,711,6,1980,666.0,700.0,6,2022,6,2022,7,2022
231,2,1,31.0,18.0,5.0,1961,1,2,2,5.0,2.0,1,0,1,3250000,104839,0,2,0.5,344,720,8,275,339.0,110.0,6,2022,6,2022,1,2022
232,2,1,56.0,43.79999923706055,5.900000095367432,1962,1,2,4,5.0,2.0,3,0,1,5850000,104464,1,28,0.04,46,320,3,363,120.0,784.0,6,2022,6,2022,9,2022
233,2,4,30.0,16.100000381469727,6.5,1973,2,2,7,9.0,2.0,1,0,1,3500000,116667,1,20,0.05,246,738,8,214,302.0,216.0,6,2022,6,2022,9,2022
234,2,1,33.70000076293945,19.0,9.0,1994,2,2,9,9.0,3.0,1,0,1,4000000,118694,0,9,0.11,179,668,9,1640,411.0,565.0,6,2022,6,2022,6,2022
235,2,1,33.70000076293945,19.0,9.0,1994,2,2,9,9.0,3.0,1,0,1,4000000,118694,1,36,0.08,179,668,9,1640,411.0,565.0,6,2022,2,2022,9,2022
236,2,1,35.79999923706055,18.0,8.699999809265137,1984,2,2,3,9.0,2.0,1,0,1,3600000,100559,1,26,0.04,232,1017,8,1869,77.0,258.0,6,2022,6,2022,9,2022
237,2,1,32.0,16.700000762939453,5.900000095367432,1978,2,2,5,9.0,2.0,1,0,2,4200000,131250,0,8,0.12,128,95,5,4347,301.0,365.0,6,2022,6,2022,1,2022
238,2,1,44.0,27.5,7.199999809265137,1987,2,2,1,9.0,1.0,2,0,2,4850000,110227,1,27,0.04,309,625,10,3938,334.0,226.0,6,2022,6,2022,9,2022
239,2,4,62.599998474121094,43.099998474121094,8.0,1973,2,2,14,14.0,3.0,3,1,1,6990000,111661,1,29,0.03,125,1629,10,4246,1056.1818181818182,435.45454545454544,6,2022,6,2022,9,2022
240,2,7,43.70000076293945,25.299999237060547,7.099999904632568,1959,1,2,1,2.0,1.0,2,0,1,3000000,68650,1,26,0.04,233,1138,3,1474,881.0,684.0,6,2022,6,2022,9,2022
241,2,1,26.0,13.0,13.0,1977,1,2,2,5.0,2.0,1,0,1,1650000,63462,1,28,0.04,96,267,7,1039,65.0,244.0,6,2022,6,2022,9,2022
242,2,1,45.0,28.0,7.5,1972,2,2,3,9.0,2.0,2,0,1,5300000,117778,0,10,0.1,80,491,14,1835,251.0,221.0,6,2022,6,2022,5,2022
243,2,1,47.0,28.0,8.0,2014,3,2,8,11.0,2.0,2,1,2,5600000,119149,0,18,0.06,131,1550,15,2839,537.0,182.0,6,2022,6,2022,9,2022
244,2,1,37.599998474121094,18.0,8.5,1988,2,2,10,14.0,2.0,1,0,1,5700000,151596,1,27,0.04,161,668,5,1670,431.0,569.0,6,2022,6,2022,9,2022
245,2,1,30.0,17.0,6.0,1964,1,2,1,5.0,1.0,1,1,1,3150000,105000,1,29,0.03,335,1132,8,624,214.0,101.0,6,2022,6,2022,9,2022
246,2,1,33.0,17.299999237060547,6.0,1974,2,2,9,9.0,3.0,1,1,2,3900000,118182,0,40,0.02,131,243,14,1434,261.0,275.0,6,2022,6,2022,9,2022
247,1,1,32.5,14.300000190734863,8.100000381469727,2018,3,2,14,17.0,2.0,1,1,3,5000000,153846,1,34,0.03,173,397,7,1729,387.0,385.0,6,2022,6,2022,9,2022
248,2,4,83.19999694824219,42.0,13.0,2005,3,2,6,10.0,2.0,2,0,1,11500000,138221,1,23,0.04,90,915,5,5330,304.0,121.0,6,2022,6,2022,9,2022
249,1,4,39.900001525878906,16.100000381469727,11.100000381469727,2014,3,2,2,22.0,2.0,1,1,3,8000000,200501,1,32,0.03,104,194,5,5244,640.0,799.0,6,2022,6,2022,9,2022
250,2,3,289.0,200.0,25.0,1996,1,2,5,5.0,3.0,6,0,1,36000000,124567,1,33,0.03,360,87,1,506,305.77941176470586,273.09558823529414,6,2022,6,2022,9,2022
251,2,1,96.0,54.5,17.0,2012,3,0,4,10.0,2.0,3,0,1,17900000,186458,0,10,0.1,399,868,5,4906,190.0,317.0,6,2022,6,2022,7,2022
252,2,1,43.099998474121094,28.600000381469727,6.0,1963,1,2,4,5.0,2.0,2,1,1,5390000,125058,1,27,0.07,247,466,4,2278,184.0,287.0,6,2022,6,2022,9,2022
253,2,1,50.0,30.0,9.0,1989,2,2,1,10.0,1.0,2,1,2,4900000,98000,1,25,0.08,317,1120,15,2305,109.0,210.0,6,2022,6,2022,9,2022
254,2,1,30.0,16.0,5.800000190734863,1963,1,2,5,5.0,3.0,1,0,1,2930000,97667,0,12,0.17,277,256,14,1012,297.0,252.0,6,2022,6,2022,12,2022
255,2,6,31.100000381469727,17.799999237060547,6.0,1962,1,2,2,5.0,2.0,1,1,1,2550000,81994,1,53,0.02,54,501,4,517,285.0,78.0,6,2022,6,2022,9,2022
256,2,1,35.0,19.0,8.0,1986,2,2,4,9.0,2.0,1,1,1,5400000,154286,1,23,0.04,299,460,2,1896,173.0,371.0,6,2022,6,2022,9,2022
257,2,1,58.0,42.0,6.0,1966,1,2,5,5.0,3.0,3,0,2,5200000,89655,1,26,0.04,237,604,14,1768,64.0,160.0,6,2022,6,2022,9,2022
258,1,2,33.29999923706055,11.300000190734863,13.699999809265137,2022,3,2,6,7.0,2.0,1,1,3,4300000,129129,1,27,0.04,315,1019,7,6274,698.0,738.0,6,2022,6,2022,9,2022
259,1,2,33.29999923706055,13.699999809265137,11.300000190734863,2022,3,2,5,7.0,2.0,1,1,3,4300000,129129,1,25,0.04,315,1019,7,6274,698.0,738.0,6,2022,6,2022,9,2022
260,2,1,30.0,16.700000762939453,6.300000190734863,1971,1,2,3,5.0,2.0,1,0,1,3200000,106667,1,17,0.12,524,712,15,1747,429.0,203.0,6,2022,6,2022,9,2022
261,2,4,52.0,39.79999923706055,7.199999809265137,1941,1,2,3,5.0,2.0,2,1,1,5570000,107115,1,18,0.11,132,495,5,333,64.0,590.0,6,2022,6,2022,9,2022
262,2,1,43.099998474121094,28.600000381469727,6.099999904632568,1968,1,2,4,5.0,2.0,2,1,1,4990000,115777,1,21,0.1,134,187,2,2717,430.0,659.0,6,2022,6,2022,9,2022
263,2,2,40.0,26.0,5.900000095367432,1967,1,2,5,5.0,3.0,2,0,2,3900000,97500,1,22,0.09,553,1840,10,5119,301.0,113.0,6,2022,6,2022,9,2022
264,2,1,33.900001525878906,17.200000762939453,5.800000190734863,1974,1,2,5,5.0,3.0,1,1,2,3300000,97345,0,3,0.67,673,397,12,5509,200.0,189.0,6,2022,6,2022,6,2022
265,2,1,42.400001525878906,27.600000381469727,6.0,1960,1,2,3,5.0,2.0,2,1,1,4200000,99057,1,33,0.06,135,668,9,2391,289.0,77.0,6,2022,6,2022,9,2022
266,2,3,91.4000015258789,62.29999923706055,8.199999809265137,1958,1,2,2,5.0,2.0,3,0,1,13500000,147702,1,22,0.09,90,111,1,2090,149.0,547.0,6,2022,6,2022,9,2022
267,2,1,58.79999923706055,38.599998474121094,9.0,1974,2,2,5,9.0,2.0,3,0,2,5100000,86735,1,20,0.1,204,578,8,1540,371.0,414.0,6,2022,6,2022,9,2022
268,2,1,33.599998474121094,19.5,5.599999904632568,1968,1,2,5,5.0,3.0,1,0,1,3600000,107143,1,17,0.12,269,616,11,3595,391.0,203.0,6,2022,6,2022,9,2022
269,2,1,62.0,48.29999923706055,7.199999809265137,1970,2,2,9,9.0,3.0,3,0,1,6500000,104839,1,21,0.1,321,320,3,739,90.0,439.0,6,2022,6,2022,9,2022
270,2,2,44.0,28.0,7.0,1973,2,2,6,9.0,2.0,2,1,2,4280000,97273,1,18,0.11,214,1165,11,4933,326.0,196.0,6,2022,6,2022,9,2022
271,2,1,40.0,26.0,6.0,1972,1,2,1,5.0,1.0,2,1,1,4550000,113750,1,18,0.11,257,121,5,4663,191.0,105.0,6,2022,6,2022,9,2022
272,2,2,61.20000076293945,39.599998474121094,8.300000190734863,1996,2,2,6,10.0,2.0,3,1,1,6400000,104575,1,20,0.1,268,1653,16,2348,218.0,214.0,6,2022,6,2022,9,2022
273,2,1,44.599998474121094,20.899999618530273,10.800000190734863,2004,3,2,6,10.0,2.0,1,1,1,6203000,139081,1,23,0.09,219,296,9,2759,137.0,204.0,6,2022,6,2022,9,2022
274,2,1,33.900001525878906,17.200000762939453,5.800000190734863,1974,1,2,5,5.0,3.0,1,1,2,3300000,97345,0,9,0.44,673,397,12,5509,200.0,189.0,6,2022,6,2022,7,2022
275,2,1,46.0,27.200000762939453,6.400000095367432,1977,2,2,5,9.0,2.0,2,1,1,4970000,108043,1,17,0.12,436,1688,8,639,168.0,247.0,6,2022,6,2022,9,2022
276,2,6,74.0,47.20000076293945,10.0,1974,2,2,1,12.0,1.0,4,0,1,8700000,117568,1,25,0.08,189,740,11,4361,267.0,172.0,6,2022,6,2022,9,2022
277,2,1,45.5,25.5,6.0,1964,1,2,3,5.0,2.0,2,0,1,4300000,94505,1,20,0.1,207,754,4,3559,302.0,386.0,6,2022,6,2022,9,2022
278,2,1,56.099998474121094,32.599998474121094,12.100000381469727,2014,3,2,4,20.0,2.0,2,1,2,7300000,130125,1,25,0.04,474,370,5,398,572.0,183.0,6,2022,6,2022,9,2022
279,2,1,53.0,35.79999923706055,7.400000095367432,1975,1,2,1,5.0,1.0,2,1,1,5000000,94340,1,34,0.03,198,238,4,2760,570.0,140.0,6,2022,6,2022,9,2022
280,2,1,60.70000076293945,49.20000076293945,5.800000190734863,1974,1,2,5,5.0,3.0,4,0,2,5400000,88962,1,28,0.04,272,130,12,5473,199.0,108.0,6,2022,6,2022,9,2022
281,2,1,45.099998474121094,30.399999618530273,5.400000095367432,1963,1,2,3,5.0,2.0,2,0,2,7790000,172727,1,30,0.03,323,247,9,2041,56.0,157.0,6,2022,6,2022,9,2022
282,2,1,45.099998474121094,30.399999618530273,5.400000095367432,1963,1,2,3,5.0,2.0,2,0,2,4550000,100887,0,17,0.06,323,247,9,2041,56.0,157.0,6,2022,6,2022,8,2022
283,2,2,33.20000076293945,17.200000762939453,8.100000381469727,1985,2,2,4,9.0,2.0,1,1,2,5090000,153313,1,30,0.03,333,606,12,4433,184.0,471.0,6,2022,6,2022,9,2022
284,2,2,33.20000076293945,17.200000762939453,8.100000381469727,1985,2,2,4,9.0,2.0,1,1,2,8010000,241265,1,30,0.03,333,606,12,4433,184.0,471.0,6,2022,6,2022,9,2022
285,2,1,37.79999923706055,24.899999618530273,6.5,1955,1,2,1,2.0,1.0,2,1,4,2500000,66138,1,33,0.03,131,927,2,2227,348.0,289.0,6,2022,6,2022,9,2022
286,2,1,31.600000381469727,19.5,5.5,1968,1,2,5,5.0,3.0,1,1,2,3600000,113924,0,21,0.05,269,616,11,3595,391.0,203.0,6,2022,6,2022,8,2022
287,2,1,56.20000076293945,34.099998474121094,7.199999809265137,1981,2,2,2,9.0,2.0,2,0,2,6450000,114769,0,12,0.08,336,483,6,1240,368.0,411.0,6,2022,6,2022,3,2022
288,2,6,44.29999923706055,29.299999237060547,5.5,1964,1,2,3,5.0,2.0,2,0,2,3550000,80135,1,26,0.04,173,251,9,1875,89.0,177.0,6,2022,6,2022,9,2022
